produced_in_US,runtime_ratio,director,supporting_actor_1,runtime,supporting_actor_2,season,revenue,num_production_companies,top_100_actor_count,writer_rank,num_production_countries,actors,decade,budget,actor_rank,has_top_25_writer,release_month,lead_actor,writer,has_top_25_director,in_english,release_year,has_top_25_company,director_rank,title,company_rank,genre_rank,genres
1,0.043262058677274985,Scott Stewart,Karl Urban,87.0,Cam Gigandet,Spring,78309131,5,0,445,1,"['Paul Bettany', 'Karl Urban', 'Cam Gigandet', 'Maggie Q', 'Lily Collins']",2010s,60000000,530.0,0,May,Paul Bettany,Cory Goodman,0,1,2011,0,365,Priest,208.0,5.4,"['Action', 'Science Fiction', 'Fantasy', 'Thriller', 'Horror']"
1,0.04875621890547264,Don Roos,Scott Cohen,98.0,Charlie Tahan,Autumn,102000000,2,0,582,1,"['Natalie Portman', 'Scott Cohen', 'Charlie Tahan', 'Lauren Ambrose', 'Lisa Kudrow']",2010s,30000000,691.8,0,October,Natalie Portman,Don Roos,0,1,2010,0,383,The Other Woman,194.0,2.0,['Drama']
0,0.06433915211970075,Cédric Klapisch,Kelly Reilly,129.0,Audrey Tautou,Summer,23727301,6,0,931,2,"['Romain Duris', 'Kelly Reilly', 'Audrey Tautou', 'Cécile de France', 'Kevin Bishop']",2000s,13000000,835.0,0,June,Romain Duris,Cédric Klapisch,0,0,2005,0,752,Russian Dolls,231.33333333333334,4.333333333333333,"['Comedy', 'Drama', 'Romance']"
0,0.04828272772523644,Duncan Jones,Kevin Spacey,97.0,Dominique McElligott,Summer,9760104,4,0,1087,1,"['Sam Rockwell', 'Kevin Spacey', 'Dominique McElligott', 'Rosie Shaw', 'Adrienne Shaw']",2000s,5000000,735.2,0,June,Sam Rockwell,Duncan Jones,0,1,2009,0,344,Moon,261.0,3.5,"['Science Fiction', 'Drama']"
1,0.047784967645594825,Robert Luketic,Gerard Butler,96.0,Eric Winter,Summer,205298907,2,0,301,1,"['Katherine Heigl', 'Gerard Butler', 'Eric Winter', 'Bree Turner', 'Nick Searcy']",2000s,38000000,634.0,0,July,Katherine Heigl,Karen McCullah Lutz,0,1,2009,0,273,The Ugly Truth,147.5,5.5,"['Comedy', 'Romance']"
0,0.05178481649069885,Jim Sheridan,Brenda Fricker,103.0,Alison Whelan,Summer,14743391,3,0,974,2,"['Daniel Day-Lewis', 'Brenda Fricker', 'Alison Whelan', 'Declan Croghan', 'Eanna MacLiam']",1980s,645180,806.6,0,July,Daniel Day-Lewis,Christy Brown,0,1,1989,0,639,My Left Foot: The Story of Christy Brown,261.0,2.0,['Drama']
1,0.05561072492552135,Russell Crowe,Olga Kurylenko,112.0,Yılmaz Erdoğan,Winter,15520023,2,0,955,2,"['Russell Crowe', 'Olga Kurylenko', 'Yılmaz Erdoğan', 'Cem Yılmaz', 'Jai Courtney']",2010s,22500000,723.2,0,December,Russell Crowe,Andrew Knight,0,1,2014,0,780,The Water Diviner,261.0,7.5,"['War', 'Drama']"
1,0.04974874371859297,Mark L. Lester,Traci Lind,99.0,Malcolm McDowell,Spring,2459895,2,0,1329,1,"['Bradley Gregg', 'Traci Lind', 'Malcolm McDowell', 'Stacy Keach', 'Patrick Kilpatrick']",1990s,5200000,763.4,0,May,Bradley Gregg,Mark L. Lester,0,1,1990,0,1106,Class of 1999,261.0,4.5,"['Science Fiction', 'Thriller']"
1,0.044932601098352475,David R. Ellis,A.J. Cook,90.0,Michael Landes,Winter,90426405,2,0,398,1,"['Ali Larter', 'A.J. Cook', 'Michael Landes', 'David Paetkau', 'James Kirk']",2000s,26000000,713.8,0,January,Ali Larter,Jeffrey Reddick,0,1,2003,0,453,Final Destination 2,67.5,11.5,"['Horror', 'Mystery']"
1,0.03571428571428571,Sam Liu,Mark Hamill,72.0,Tara Strong,Summer,3775000,2,0,1259,1,"['Kevin Conroy', 'Mark Hamill', 'Tara Strong', 'Ray Wise', 'Robin Atkin Downes']",2010s,3500000,835.0,0,July,Kevin Conroy,Brian Azzarello,0,1,2016,1,1044,Batman: The Killing Joke,103.5,5.25,"['Action', 'Animation', 'Crime', 'Drama']"
1,0.05037783375314862,Lance Hool,Soon-Tek Oh,100.0,Steven Williams,Spring,10755447,2,0,1050,1,"['Chuck Norris', 'Soon-Tek Oh', 'Steven Williams', 'Bennett Ohta', 'Cosie Costa']",1980s,2410000,835.0,0,March,Chuck Norris,Steve Bing,0,1,1985,0,871,Missing in Action 2: The Beginning,259.0,4.666666666666667,"['Action', 'Adventure', 'War']"
1,0.04667328699106256,Rob Reiner,Diane Keaton,94.0,Sterling Jerins,Summer,25312387,3,0,803,1,"['Michael Douglas', 'Diane Keaton', 'Sterling Jerins', 'Paloma Guzmán', 'Frances Sternhagen']",2010s,18000000,592.8,0,July,Michael Douglas,Mark Andrus,0,1,2014,0,289,And So It Goes,236.0,4.333333333333333,"['Comedy', 'Drama', 'Romance']"
1,0.047715736040609136,Michael Sarne,John Huston,94.0,Farrah Fawcett,Summer,3000000,1,0,434,1,"['Raquel Welch', 'John Huston', 'Farrah Fawcett', 'Mae West', 'Rex Reed']",1970s,5000000,834.2,0,June,Raquel Welch,David Giler,0,1,1970,0,1076,Myra Breckinridge,104.0,2.5,"['Comedy', 'Drama']"
1,0.04527363184079602,John Cameron Mitchell,Aaron Eckhart,91.0,Dianne Wiest,Winter,5129058,1,0,1214,1,"['Nicole Kidman', 'Aaron Eckhart', 'Dianne Wiest', 'Miles Teller', 'Tammy Blanchard']",2010s,5000000,617.8,0,December,Nicole Kidman,David Lindsay-Abaire,0,1,2010,0,998,Rabbit Hole,261.0,2.0,['Drama']
1,0.06321553011448482,Kevin Macdonald,Ben Affleck,127.0,Rachel McAdams,Spring,87784194,5,0,247,3,"['Russell Crowe', 'Ben Affleck', 'Rachel McAdams', 'Robin Wright', 'Jason Bateman']",2000s,60000000,429.0,0,April,Russell Crowe,Tony Gilroy,0,1,2009,0,456,State of Play,154.0,0.0,['Action']
1,0.08572869389813415,Brian De Palma,Steven Bauer,170.0,Michelle Pfeiffer,Winter,65884703,1,0,575,1,"['Al Pacino', 'Steven Bauer', 'Michelle Pfeiffer', 'Mary Elizabeth Mastrantonio', 'Robert Loggia']",1980s,25000000,683.6,0,December,Al Pacino,Oliver Stone,0,1,1983,0,534,Scarface,101.0,3.75,"['Action', 'Crime', 'Drama', 'Thriller']"
1,0.06733167082294264,Chris Columbus,Adam Pascal,135.0,Rosario Dawson,Autumn,31670620,3,0,16,1,"['Anthony Rapp', 'Adam Pascal', 'Rosario Dawson', 'Jesse L. Martin', 'Wilson Jermaine Heredia']",2000s,40000000,808.2,0,November,Anthony Rapp,Stephen Chbosky,1,1,2005,1,46,Rent,101.0,5.0,"['Drama', 'Romance']"
1,0.047714716223003516,Stewart Raffill,William Ragsdale,95.0,Meshach Taylor,Winter,3752426,1,0,1261,1,"['Kristy Swanson', 'William Ragsdale', 'Meshach Taylor', 'Terry Kiser', 'Stuart Pankin']",1990s,13000000,835.0,0,January,Kristy Swanson,Michael Gottlieb,0,1,1991,0,1047,Mannequin Two: On the Move,261.0,5.75,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']"
1,0.05343511450381679,Guy Green,Shelley Winters,105.0,Elizabeth Hartman,Winter,6792000,1,0,1170,1,"['Sidney Poitier', 'Shelley Winters', 'Elizabeth Hartman', 'Wallace Ford', 'Ivan Dixon']",1960s,800000,835.0,0,December,Sidney Poitier,Guy Green,0,1,1965,0,959,A Patch of Blue,146.0,5.0,"['Drama', 'Romance']"
0,0.04593110334498253,Émile Gaudreault,Ginette Reno,92.0,Paul Sorvino,Summer,3031801,1,0,1294,1,"['Luke Kirby', 'Ginette Reno', 'Paul Sorvino', 'Mary Walsh', 'Peter Miller']",2000s,4361898,835.0,0,June,Luke Kirby,Émile Gaudreault,0,1,2003,0,1075,Mambo Italiano,261.0,5.5,"['Comedy', 'Romance']"
0,0.05124378109452736,André Øvredal,Hans Morten Hansen,103.0,Tomas Alf Larsen,Autumn,4159678,3,0,1240,1,"['Otto Jespersen', 'Hans Morten Hansen', 'Tomas Alf Larsen', 'Johanna Mørck', 'Knut Nærum']",2010s,3500000,835.0,0,October,Otto Jespersen,André Øvredal,0,0,2010,0,1025,Troll Hunter,261.0,9.0,"['Fantasy', 'Horror']"
1,0.08483033932135728,Martin Scorsese,Cate Blanchett,170.0,Kate Beckinsale,Winter,102000000,7,0,508,1,"['Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale', 'John C. Reilly', 'Alec Baldwin']",2000s,116000000,262.8,0,December,Leonardo DiCaprio,John Logan,0,1,2004,0,479,The Aviator,149.57142857142858,2.0,['Drama']
1,0.050248756218905476,Ryan Fleck,Emma Roberts,101.0,Zach Galifianakis,Summer,6491240,1,0,1179,1,"['Keir Gilchrist', 'Emma Roberts', 'Zach Galifianakis', 'Viola Davis', 'Zoë Kravitz']",2010s,8000000,653.4,0,July,Keir Gilchrist,Ryan Fleck,0,1,2010,0,967,It's Kind of a Funny Story,236.0,2.5,"['Comedy', 'Drama']"
1,0.051371571072319204,David Slade,Ellen Page,103.0,Sandra Oh,Winter,7022209,1,0,1160,1,"['Patrick Wilson', 'Ellen Page', 'Sandra Oh', 'Odessa Rae', 'G.J. Echternkamp']",2000s,950000,673.6,0,January,Patrick Wilson,Brian Nelson,0,1,2005,0,43,Hard Candy,261.0,3.0,"['Drama', 'Thriller']"
0,0.0622820129546587,Timur Bekmambetov,Elizaveta Boyarskaya,125.0,Sergei Bezrukov,Winter,55635037,1,0,622,1,"['Konstantin Khabenskiy', 'Elizaveta Boyarskaya', 'Sergei Bezrukov', 'Andrey Myagkov', 'Yuriy Yakovlev']",2000s,5000000,747.4,0,December,Konstantin Khabenskiy,Timur Bekmambetov,0,0,2007,0,451,The Irony of Fate. The Sequel,261.0,4.333333333333333,"['Comedy', 'Drama', 'Romance']"
0,0.05688622754491018,Timur Bekmambetov,Vladimir Menshov,114.0,Galina Tyunina,Summer,32000000,4,0,739,1,"['Konstantin Khabenskiy', 'Vladimir Menshov', 'Galina Tyunina', 'Mariya Poroshina', 'Zhanna Friske']",2000s,4200000,747.4,0,June,Konstantin Khabenskiy,Laeta Kalogridis,0,0,2004,0,451,Night Watch,253.0,3.6666666666666665,"['Fantasy', 'Action', 'Thriller']"
1,0.04371584699453552,Tommy Wirkola,Gemma Arterton,88.0,Famke Janssen,Winter,224803475,6,1,127,2,"['Jeremy Renner', 'Gemma Arterton', 'Famke Janssen', 'Pihla Viitala', 'Derek Mears']",2010s,50000000,393.4,0,January,Jeremy Renner,Tommy Wirkola,0,1,2013,0,232,Hansel & Gretel: Witch Hunters,155.0,6.0,"['Fantasy', 'Horror', 'Action']"
1,0.054271356783919596,Stephen Hopkins,Danny Glover,108.0,Gary Busey,Autumn,57120318,4,0,391,1,"['Kevin Peter Hall', 'Danny Glover', 'Gary Busey', 'Rubén Blades', 'María Conchita Alonso']",1990s,35000000,758.6,0,November,Kevin Peter Hall,Jim Thomas,0,1,1990,0,316,Predator 2,160.0,3.0,"['Science Fiction', 'Action', 'Thriller']"
1,0.0409626216077829,Eugène Lourié,Paula Raymond,80.0,Cecil Kellaway,Summer,5000000,2,0,1217,1,"['Paul Hubschmid', 'Paula Raymond', 'Cecil Kellaway', 'Kenneth Tobey', 'Donald Woods']",1950s,210000,835.0,0,June,Paul Hubschmid,Louis Morheim,0,1,1953,0,1001,"The Beast from 20,000 Fathoms",177.5,5.666666666666667,"['Adventure', 'Horror', 'Science Fiction']"
1,0.058022199798183655,Peter Weir,Sigourney Weaver,115.0,Linda Hunt,Winter,1317657,2,0,1398,2,"['Mel Gibson', 'Sigourney Weaver', 'Linda Hunt', 'Michael Murphy', 'Bill Kerr']",1980s,6000000,612.2,0,December,Mel Gibson,Peter Weir,0,1,1982,0,230,The Year of Living Dangerously,203.5,7.666666666666667,"['War', 'Drama', 'Romance']"
1,0.055865921787709494,George Roy Hill,Robert Redford,110.0,Katharine Ross,Autumn,102308889,3,0,542,1,"['Paul Newman', 'Robert Redford', 'Katharine Ross', 'Strother Martin', 'Henry Jones']",1960s,6000000,634.2,0,September,Paul Newman,William Goldman,0,1,1969,0,390,Butch Cassidy and the Sundance Kid,208.66666666666666,10.25,"['History', 'Drama', 'Western', 'Crime']"
1,0.05619668840943302,Simon Wincer,Lori Petty,112.0,August Schellenberg,Summer,153698625,5,0,220,2,"['Jason James Richter', 'Lori Petty', 'August Schellenberg', 'Michael Madsen', 'Jayne Atkinson']",1990s,20000000,708.6,0,July,Jason James Richter,Corey Blechman,0,1,1993,0,314,Free Willy,181.6,3.5,"['Family', 'Adventure']"
1,0.049155908639523335,John R. Leonetti,Ward Horton,99.0,Tony Amendola,Autumn,255273813,4,0,99,1,"['Annabelle Wallis', 'Ward Horton', 'Tony Amendola', 'Alfre Woodard', 'Eric Ladin']",2010s,6500000,835.0,0,October,Annabelle Wallis,Gary Dauberman,0,1,2014,0,69,Annabelle,111.75,11.0,['Horror']
0,0.05622489959839357,Neil Jordan,Jaye Davidson,112.0,Miranda Richardson,Autumn,62548947,6,0,538,3,"['Stephen Rea', 'Jaye Davidson', 'Miranda Richardson', 'Forest Whitaker', 'Adrian Dunbar']",1990s,3705538,670.8,0,September,Stephen Rea,Neil Jordan,0,1,1992,0,181,The Crying Game,231.33333333333334,5.75,"['Romance', 'Crime', 'Drama', 'Thriller']"
1,0.04568273092369478,Brian De Palma,Lolita Davidovich,91.0,Steven Bauer,Summer,37170057,2,0,787,1,"['John Lithgow', 'Lolita Davidovich', 'Steven Bauer', 'Frances Sternhagen', 'Gregg Henry']",1990s,12000000,669.2,0,August,John Lithgow,Brian De Palma,0,1,1992,0,534,Raising Cain,135.5,6.5,"['Drama', 'Horror', 'Thriller', 'Crime']"
1,0.05281514698555057,Craig Gillespie,Emily Mortimer,106.0,Paul Schneider,Autumn,11293663,3,0,1035,1,"['Ryan Gosling', 'Emily Mortimer', 'Paul Schneider', 'Kelli Garner', 'Lauren Ash']",2000s,12000000,666.6,0,October,Ryan Gosling,Nancy Oliver,0,1,2007,0,600,Lars and the Real Girl,202.33333333333334,4.333333333333333,"['Comedy', 'Romance', 'Drama']"
1,0.05870646766169154,Chris Columbus,Brandon T. Jackson,118.0,Alexandra Daddario,Winter,226497209,8,0,125,2,"['Logan Lerman', 'Brandon T. Jackson', 'Alexandra Daddario', 'Jake Abel', 'Sean Bean']",2010s,95000000,541.6,0,February,Logan Lerman,Craig Titley,1,1,2010,1,46,Percy Jackson & the Olympians: The Lightning Thief,91.5,4.666666666666667,"['Adventure', 'Fantasy', 'Family']"
1,0.05320735952262556,Kevin Munroe,Peter Stormare,107.0,Sam Huntington,Spring,4634062,3,0,1226,1,"['Brandon Routh', 'Peter Stormare', 'Sam Huntington', 'Taye Diggs', 'Anita Briem']",2010s,20000000,731.0,0,March,Brandon Routh,Thomas Dean Donnelly,0,1,2011,0,1010,Dylan Dog: Dead of Night,246.0,5.833333333333333,"['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']"
1,0.05641025641025641,Billy Wilder,Gloria Swanson,110.0,Erich von Stroheim,Summer,5000000,1,0,1132,1,"['William Holden', 'Gloria Swanson', 'Erich von Stroheim', 'Nancy Olson', 'Fred Clark']",1950s,1752000,835.0,0,August,William Holden,Billy Wilder,0,1,1950,0,953,Sunset Boulevard,83.0,2.0,['Drama']
1,0.053286852589641436,Jon Hurwitz,Kal Penn,107.0,Neil Patrick Harris,Spring,43493123,1,0,641,1,"['John Cho', 'Kal Penn', 'Neil Patrick Harris', 'Rob Corddry', 'Jack Conley']",2000s,12000000,518.6,0,April,John Cho,Jon Hurwitz,0,1,2008,0,513,Harold & Kumar Escape from Guantanamo Bay,67.0,2.0,"['Comedy', 'Adventure']"
1,0.052342971086739784,David R. Ellis,Julianna Margulies,105.0,Kenan Thompson,Summer,62022014,1,0,352,1,"['Samuel L. Jackson', 'Julianna Margulies', 'Kenan Thompson', 'Nathan Phillips', 'Rachel Blanchard']",2000s,33000000,678.6,0,August,Samuel L. Jackson,Sebastian Gutierrez,0,1,2006,0,453,Snakes on a Plane,67.0,6.0,"['Action', 'Crime', 'Horror', 'Thriller']"
0,0.05012406947890819,Jeremy Garelick,Josh Gad,101.0,Kaley Cuoco,Winter,79799880,0,0,439,0,"['Kevin Hart', 'Josh Gad', 'Kaley Cuoco', 'Affion Crockett', 'Jorge Garcia']",2010s,23000000,689.8,0,January,Kevin Hart,Jeremy Garelick,0,1,2015,0,341,The Wedding Ringer,261.0,3.0,['Comedy']
1,0.06956956956956957,Todd Solondz,Jon Lovitz,139.0,Philip Seymour Hoffman,Autumn,2807390,2,0,1307,1,"['Jane Adams', 'Jon Lovitz', 'Philip Seymour Hoffman', 'Dylan Baker', 'Evan Silverberg']",1990s,3000000,669.0,0,October,Jane Adams,Todd Solondz,0,1,1998,0,1085,Happiness,259.5,2.5,"['Comedy', 'Drama']"
1,0.043674698795180725,Peter Hyams,Pam Dawber,87.0,David Tom,Summer,10736401,2,0,1051,1,"['John Ritter', 'Pam Dawber', 'David Tom', 'Heather McComb', 'Jeffrey Jones']",1990s,25000000,825.4,0,August,John Ritter,Tom S. Parker,0,1,1992,0,548,Stay Tuned,138.5,5.0,"['Comedy', 'Fantasy']"
0,0.06104218362282878,Shoojit Sircar,Deepika Padukone,123.0,Irrfan Khan,Spring,22159216,3,0,844,1,"['Amitabh Bachchan', 'Deepika Padukone', 'Irrfan Khan', 'Jisshu Sengupta']",2010s,5500000,817.25,0,May,Amitabh Bachchan,Juhi Chaturvedi,0,0,2015,0,800,Piku,261.0,2.5,"['Drama', 'Comedy']"
1,0.05320735952262556,Ivan Reitman,Ashton Kutcher,107.0,Kevin Kline,Winter,147780440,3,0,235,1,"['Natalie Portman', 'Ashton Kutcher', 'Kevin Kline', 'Cary Elwes', 'Greta Gerwig']",2010s,25000000,576.4,0,January,Natalie Portman,Elizabeth Meriwether,0,1,2011,0,178,No Strings Attached,226.66666666666666,5.5,"['Comedy', 'Romance']"
1,0.044932601098352475,Uwe Boll,Tyron Leitso,90.0,Clint Howard,Spring,13818181,4,0,993,3,"['Jonathan Cherry', 'Tyron Leitso', 'Clint Howard', 'Ona Grauer', 'Michael Eklund']",2000s,7000000,748.8,0,April,Jonathan Cherry,Dave Parker,0,1,2003,0,915,House of the Dead,261.0,5.0,"['Horror', 'Action', 'Thriller']"
1,0.04324055666003976,Leslye Headland,Isla Fisher,87.0,Lizzy Caplan,Summer,11947954,2,0,751,1,"['Kirsten Dunst', 'Isla Fisher', 'Lizzy Caplan', 'Rebel Wilson', 'Adam Scott']",2010s,3000000,649.0,0,August,Kirsten Dunst,Leslye Headland,0,1,2012,0,845,Bachelorette,261.0,5.5,"['Comedy', 'Romance']"
1,0.05157736604907361,George P. Cosmatos,Donald Sutherland,103.0,Linda Hamilton,Winter,2154540,2,0,1347,1,"['Charlie Sheen', 'Donald Sutherland', 'Linda Hamilton', 'Stephen Lang', 'Nicholas Turturro']",1990s,45000000,664.0,0,January,Charlie Sheen,Adi Hasak,0,1,1997,0,286,Shadow Conspiracy,198.5,2.0,"['Action', 'Thriller']"
1,0.057682744903033316,Jonathan Liebesman,Ramón Rodríguez,116.0,Will Rothhaar,Spring,202466756,3,0,144,1,"['Aaron Eckhart', 'Ramón Rodríguez', 'Will Rothhaar', 'Cory Hardrict', 'Jim Parrack']",2010s,70000000,729.0,0,March,Aaron Eckhart,Christopher Bertolini,0,1,2011,0,71,Battle: Los Angeles,90.33333333333333,2.5,"['Action', 'Science Fiction']"
1,0.04479840716774515,Toby Wilkins,Gil McKinney,90.0,Emi Ikehata,Spring,38610009,3,0,680,1,"['Johanna Braddy', 'Gil McKinney', 'Emi Ikehata', 'Jadie-Rose Hobson', 'Beau Mirchoff']",2000s,5000000,835.0,0,May,Johanna Braddy,Brad Keene,0,1,2009,0,544,The Grudge 3,223.0,9.0,"['Mystery', 'Horror', 'Thriller']"
1,0.04721669980119284,Paul W.S. Anderson,Sienna Guillory,95.0,Michelle Rodriguez,Autumn,240159255,1,0,139,4,"['Milla Jovovich', 'Sienna Guillory', 'Michelle Rodriguez', 'Aryana Engineer', 'Li Bingbing']",2010s,65000000,588.8,1,September,Milla Jovovich,Paul W.S. Anderson,0,1,2012,0,146,Resident Evil: Retribution,60.0,5.333333333333333,"['Action', 'Horror', 'Science Fiction']"
1,0.052947052947052944,M. Night Shyamalan,Joaquin Phoenix,106.0,Rory Culkin,Summer,408247917,3,0,110,1,"['Mel Gibson', 'Joaquin Phoenix', 'Rory Culkin', 'Abigail Breslin', 'Cherry Jones']",2000s,72000000,569.8,1,August,Mel Gibson,M. Night Shyamalan,1,1,2002,0,78,Signs,82.66666666666667,5.75,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']"
1,0.06133735545500251,Edward Zwick,Denzel Washington,122.0,Cary Elwes,Winter,26828365,2,0,654,1,"['Matthew Broderick', 'Denzel Washington', 'Cary Elwes', 'Morgan Freeman', 'Jihmi Kennedy']",1980s,18000000,493.4,0,December,Matthew Broderick,Kevin Jarre,0,1,1989,0,226,Glory,196.0,13.0,['War']
1,0.05467196819085487,Mike McCoy,Emilio Rivera,110.0,Nestor Serrano,Winter,81272766,2,0,435,1,"['Roselyn Sánchez', 'Emilio Rivera', 'Nestor Serrano', 'Gonzalo Menendez', 'Alexander Asefa']",2010s,12000000,760.6,0,February,Roselyn Sánchez,Kurt Johnstad,0,1,2012,0,334,Act of Valor,193.5,5.666666666666667,"['Action', 'Thriller', 'War']"
1,0.05357142857142857,Burr Steers,Sam Riley,108.0,Jack Huston,Winter,16374328,6,0,463,1,"['Lily James', 'Sam Riley', 'Jack Huston', 'Bella Heathcote', 'Douglas Booth']",2010s,28000000,835.0,0,February,Lily James,Jane Austen,0,1,2016,0,595,Pride and Prejudice and Zombies,213.66666666666666,6.5,"['Romance', 'Horror', 'Comedy', 'Thriller']"
1,0.0701051577366049,John Singleton,Jon Voight,140.0,Don Cheadle,Winter,13130349,3,0,1092,1,"['Ving Rhames', 'Jon Voight', 'Don Cheadle', 'Bruce McGill', 'Loren Dean']",1990s,30000000,506.4,0,February,Ving Rhames,Gregory Poirier,0,1,1997,0,361,Rosewood,205.33333333333334,8.0,"['Drama', 'History']"
1,0.05808713069604406,Phillip Noyce,Elisabeth Shue,116.0,Rade Serbedzija,Spring,118063304,3,0,158,1,"['Val Kilmer', 'Elisabeth Shue', 'Rade Serbedzija', 'Henry Goodman', 'Alun Armstrong']",1990s,68000000,498.4,0,April,Val Kilmer,Jonathan Hensleigh,0,1,1997,0,164,The Saint,127.0,3.6,"['Thriller', 'Action', 'Romance', 'Science Fiction', 'Adventure']"
1,0.0406015037593985,John Lasseter,Tim Allen,81.0,Don Rickles,Autumn,373554033,1,0,146,1,"['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney', 'Wallace Shawn']",1990s,30000000,564.6,1,October,Tom Hanks,Joss Whedon,1,1,1995,1,28,Toy Story,7.0,6.333333333333333,"['Animation', 'Comedy', 'Family']"
1,0.048635235732009924,Michael Dougherty,Toni Collette,98.0,Allison Tolman,Autumn,61548707,2,0,541,1,"['Adam Scott', 'Toni Collette', 'Allison Tolman', 'David Koechner', 'Emjay Anthony']",2010s,15000000,740.2,0,November,Adam Scott,Michael Dougherty,0,1,2015,1,425,Krampus,64.0,7.0,"['Horror', 'Comedy', 'Fantasy']"
1,0.0505,Eric Blakeney,Liam Neeson,101.0,Oliver Platt,Winter,1631839,2,0,1377,1,"['Sandra Bullock', 'Liam Neeson', 'Oliver Platt', 'José Zúñiga', 'Michael DeLorenzo']",2000s,10000000,584.4,0,February,Sandra Bullock,Eric Blakeney,0,1,2000,0,1139,Gun Shy,225.5,3.75,"['Action', 'Comedy', 'Romance', 'Thriller']"
1,0.04813895781637717,Ciaran Foy,James Ransone,97.0,Robert Daniel Sloan,Summer,52882018,7,0,442,1,"['Shannyn Sossamon', 'James Ransone', 'Robert Daniel Sloan', 'Dartanian Sloan', 'Lea Coco']",2010s,10000000,803.2,0,August,Shannyn Sossamon,Scott Derrickson,0,1,2015,0,467,Sinister 2,238.42857142857142,11.0,['Horror']
1,0.07822620827105133,David Fincher,Robert Downey Jr.,157.0,Mark Ruffalo,Spring,84785914,3,0,322,1,"['Jake Gyllenhaal', 'Robert Downey Jr.', 'Mark Ruffalo', 'Anthony Edwards', 'Brian Cox']",2000s,65000000,397.6,0,March,Jake Gyllenhaal,James Vanderbilt,0,1,2007,0,132,Zodiac,124.66666666666667,6.75,"['Crime', 'Drama', 'Mystery', 'Thriller']"
1,0.05425584868093579,Jason Reitman,Vera Farmiga,109.0,Anna Kendrick,Autumn,163670000,6,0,198,1,"['George Clooney', 'Vera Farmiga', 'Anna Kendrick', 'Jason Bateman', 'Melanie Lynskey']",2000s,25000000,319.0,0,September,George Clooney,Walter Kirn,0,1,2009,0,237,Up in the Air,231.33333333333334,5.0,"['Drama', 'Romance']"
1,0.046875,Fritz Kiersch,Linda Hamilton,93.0,R. G. Armstrong,Spring,14000000,6,0,705,1,"['Peter Horton', 'Linda Hamilton', 'R. G. Armstrong', 'John Franklin', 'Courtney Gains']",1980s,800000,835.0,0,March,Peter Horton,Stephen King,0,1,1984,0,809,Children of the Corn,261.0,6.0,"['Drama', 'Fantasy', 'Horror', 'Thriller']"
1,0.04967709885742673,M. Night Shyamalan,Will Smith,100.0,Sophie Okonedo,Spring,243843127,3,0,107,1,"['Jaden Smith', 'Will Smith', 'Sophie Okonedo', 'Zoë Kravitz', 'Glenn Morshower']",2010s,130000000,535.4,0,May,Jaden Smith,Will Smith,1,1,2013,0,78,After Earth,56.0,2.0,"['Science Fiction', 'Action', 'Adventure']"
0,0.052342971086739784,Christian Volckman,Catherine McCormack,105.0,Romola Garai,Spring,1831348,4,0,1364,3,"['Daniel Craig', 'Catherine McCormack', 'Romola Garai', 'Jonathan Pryce', 'Ian Holm']",2000s,18000000,381.4,0,March,Daniel Craig,Mathieu Delaporte,0,0,2006,0,1128,Renaissance,261.0,5.0,"['Action', 'Animation', 'Science Fiction']"
1,0.052109181141439205,Chris Columbus,Michelle Monaghan,105.0,Peter Dinklage,Summer,243637091,2,0,340,1,"['Adam Sandler', 'Michelle Monaghan', 'Peter Dinklage', 'Josh Gad', 'Kevin James']",2010s,88000000,294.0,0,July,Adam Sandler,Tim Herlihy,1,1,2015,0,46,Pixels,80.5,2.6666666666666665,"['Action', 'Comedy', 'Science Fiction']"
1,0.05744255744255744,Carl Franklin,Morgan Freeman,115.0,Jim Caviezel,Spring,63781810,6,0,532,1,"['Ashley Judd', 'Morgan Freeman', 'Jim Caviezel', 'Amanda Peet', 'Adam Scott']",2000s,42000000,488.8,0,April,Ashley Judd,Yuri Zeltser,0,1,2002,0,434,High Crimes,177.33333333333334,6.75,"['Drama', 'Mystery', 'Thriller', 'Crime']"
1,0.04262788365095286,Rodman Flender,Charlie Heath,85.0,Shevonne Durkin,Spring,2260622,1,1,1342,1,"['Warwick Davis', 'Charlie Heath', 'Shevonne Durkin', 'Sandy Baron', 'Clint Howard']",1990s,2000000,748.8,0,April,Warwick Davis,Mark Jones,0,1,1994,0,1068,Leprechaun 2,261.0,7.0,"['Comedy', 'Horror']"
0,0.05263157894736842,Jalil Lespert,Guillaume Gallienne,106.0,Nikolai Kinski,Winter,21026290,5,0,862,1,"['Pierre Niney', 'Guillaume Gallienne', 'Nikolai Kinski', 'Charlotte Le Bon', 'Xavier Lafitte']",2010s,12000000,835.0,0,January,Pierre Niney,Jacques Fieschi,0,0,2014,0,690,Yves Saint Laurent,261.0,2.0,['Drama']
